"year","workauthorization","country","gender","degree","college","department","major","graddate","status","employer.school","jobtitle.gradprogram","city","state.country","graddegree","useful","dateoffered","dateaccepted","jobfunction","employerindustry","numoffers"
2012,NA,"United States",NA,"BS","CFA","Architecture","Architecture                                                                                        ","S12","E","The EADS Group","Survey Technician","Somerset","PA","","Networking (i.e. Faculty Advisor, Friends, Family)","41037","41039","Project Engineering ","design/architecture",NA
2012,NA,"United States",NA,"BS","Dietrich","Social & Decision Sciences","Decision Science                                                                                    ","S12","E","The Falls Church","Falls Church Fellow","Falls Church","VA","","Networking","40946","40951","","non-profit",1
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","English","Creative Writing                                                                                    ","S12","E","The LIA Group","Account Executive","Old Westbury","NY","","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Music","Performance (Tuba)                                                                            ","S12","G","The New School, Mannes College","Tuba Performance","New York","NY","Masters","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Biological Sciences","","S12","G","Pennsylvania State Univeristy","Medicine","Hershey","PA","MD","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Dramaturgy","S12","E","The Queen Mary","Exhibit Attendant/Cashier","Long Beach","CA","","","","","Exhibit Attendant/Cashier","floating hotel and museum",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Materials Science","","S12","G","University of Southern Mississippi","School of Polymers and High Performance Materials","Hattiesburg","MS","PHD","","","23000","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Directing","S12","F","There Goes the Trolley Productions","Live Music Producer / Performance Coach","San Francisco","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","Psychology","Psychology                                                                                          ","S12","E","Thermo Fisher Scientific","Finance Leadership Development Program","Waltham","MA","","Tartantrak","","","Finance","engineering and science",3
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","Tepper","Business Administration","","S12","E","Three Group LLC","CEO",NA,NA,"","","","","Entrepreneurship","technology",NA
2012,NA,"United States",NA,"BS","Dietrich","Philosophy","Ethics, History, and Public Policy                                                                  ","S12","E","TIAA-CREF","Intern, Product Distribution","Boston","MA","","Networking","41038","41043","Product Management","insurance",2
2012,NA,"United States",NA,"BS","Dietrich","Psychology","Psychology                                                                                          ","S12","NS","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","BHA","BHA","Creative Writing                                                                                    ","S12","NS","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Mechanical Engineering","","S12","E","Timken","Associate Sales Engineer","Canton","OH","","","","","Engineering","manufacturing",NA
2012,NA,"United States",NA,"BS","BXA","BXA","Art                                                                                                 ","S12","E","Title of Work","Intern","New York","NY","","","","","","tie company",NA
2012,NA,"United States",NA,"BS","Dietrich","English","Creative Writing                                                                                    ","S12","E","Todd County, SD, School District","Paraprofessional","Mission","SD","","Networking","40969","41030","Paraprofessional","education",1
2012,NA,"United States",NA,"BS","Tepper","Business Administration","","S12","E","TransMarket Group","Junior Trader","Chicago","IL","","Independent Research","40909","40909","Sales & Trading","financial services",2
2012,NA,"United States",NA,"BS","Dietrich","Social & Decision Sciences","Policy and Management                                                                               ","S12","E","TransPerfect Translations","Project Coordinator","Pittsburgh","PA","","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Electrical & Computer Engineering","","S12","E","Treatspace","Founder","Pittsburgh","PA","","","","","","medical file storage",NA
2012,NA,"United States",NA,"BS","BXA","BXA","Art                                                                                                 ","S12","G","Trinity College","Creative Writing","Dublin","Ireland","Master of Philosophy","","","","","",NA
2012,NA,"United States",NA,"BS","BHA","BHA","Creative Writing                                                                                    ","S12","G","Trinity College","Creative Writing","Dublin","Ireland","Master of Philosophy","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","H&SS Interdisciplinary","Information Systems                                                                                 ","S12","E","Tritek Solutions","Business Analyst Associate","New York","NY","","TartanTRAK","41002","41005","Consulting","consulting",2
2012,NA,"United States",NA,"BS","Tepper","Business Administration","","S12","E","Troika","Marketing Intern","Los Angeles","CA","","Job Fair","41000","41000","Consulting: Marketing","consulting",2
2012,NA,"United States",NA,"BS","CIT","Civil & Environmental Engineering","","S12","E","Trumbull","Engineer","Pittsburgh","PA","","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Electrical & Computer Engineering","","S12","E","Tunessence","Founder","Pittsburgh","PA","","","","","","web startup",NA
2012,NA,"United States",NA,"BS","CIT","Electrical & Computer Engineering","","F11","E","Tunessence","Founder","Pittsburgh","PA","","","","","","web",NA
2012,NA,"United States",NA,"BS","CIT","Civil & Environmental Engineering","","S12","E","Turner Construction","Field Engineer","Pittsburgh","PA","MS","","","","Field Engineering ","manufacturing",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","SCS","Computer Science","","S12","E","Twitter","Front-End Engineer","San Francisco","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","E","Two Films: ""Blinder"" and ""The Way,Way Back""","Actor","Los Angeles","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","E","Two films: ""The Perks of Being a Wallflower"" and ""Fun Size""","Actor","Los Angeles","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Civil & Environmental Engineering","","S12","G","University of California at Berkeley","Energy","Berkeley","CA","MS","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Civil & Environmental Engineering","","S12","G","University of California at Berkeley","Civil Engineering ","Berkeley","CA","MS","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Mechanical Engineering","","S12","M","U.S. Navy","Nuclear Powered Submarine Officer","Charleston","SC","","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Mechanical Engineering","","S12","M","U.S. Navy","Student Naval Aviator","Pensacola","FL","","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Civil & Environmental Engineering","","S12","E","U.S. Steel","Auditor","Pittsburgh","PA","","","","","Finance","manufacturing",NA
2012,NA,"United States",NA,"BS","Dietrich","Economics","","S12","E","UBS","Investment Banking Analyst","New York","NY","","","","40787","Investment Banking ","financial services",NA
2012,NA,"United States",NA,"BS","Tepper","Business Administration","","S11","E","UBS","Business Analyst, Group Technology Infrastructure Service","Stamford","CT","","","","","Financial Analysis","financial services",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","Statistics","Economics and Statistics                                                                            ","S12","G","University of California at Davis","Statistics","Davis","CA","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Materials Science","","S12","G","University of California at Santa Barbara","Materials Science and Engineering","Santa Barbara","CA","PHD","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","Social & Decision Sciences","International Relations and Politics                                                                ","S12","E","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","History","History                                                                                             ","S12","M","U.S. Marines","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Electrical & Computer Engineering","","S12","M","U.S. Navy","Submarine Officer","Worldwide",NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Chemical Engineering","","S12","G","University of Pennsylvania","MD","Philadelphia","PA","","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Chemical Engineering","","S12","G","University of Pittsburgh","PhD, Chemical Eng","Pittsburgh","PA","","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Chemical Engineering","","S12","G","University of Rochester","PhD Chemical Eng","Rochester","NY","","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Chemical Engineering","","S12","G","University of Texas at Austin","ChemE PhD","Austin","TX","","","","","","",NA
2012,NA,"China",NA,"BS","CIT","Chemical Engineering","","S12","G","University of Texas at Austin","ChemE PhD","Austin","TX","","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","Social & Decision Sciences","International Relations and Politics                                                                ","S12","G","Universided de Alcalˆ de Henares","Instituto Franklin de Investigaci„n en Estudios Norteamericanos","Alcala de Henares","Spain","Master in International Education","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","SCS","Computer Science","","S12","G","University of California at Irvine","Computer Science","Irvine","CA","PhD","","","","","",NA
2012,NA,"Greece",NA,"BS","CIT","Mechanical Engineering","","S12","G","University of California at Berkeley","Experiential Advanced Control Systems Design","Berkeley","CA","MS","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Chemistry","","S12","G","University of California at Berkeley","Chemistry","Berkeley","CA","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Chemistry","","S12","G","University of California at Berkeley","Chemistry","Berkeley","CA","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Biological Sciences","","S12","G","University of California at San Diego","Biological Sciences","La Jolla","CA","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Chemistry","","S12","G","University of California at Davis","Veterinary Medicine","Davis","CA","DVM","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","Psychology","Psychology                                                                                          ","S12","G","University of California at Los Angeles","Psychology","Los Angeles","CA","Phd","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Biological Sciences","","S12","G","University of Cambridge (Churchill Scholar)","Plant Sciences","Cambridge","UK","Mphil","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","English","English                                                                                             ","S12","G","University of Chicago","Committee on International Relations","Chicago","IL","Master","","","","","",NA
2012,NA,"China",NA,"BS","Dietrich","Economics","","S12","G","University of Chicago","Public Policy",NA,NA,"Master  ","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Physics","","S12","G","University of Chicago","Physics","Chicago","IL","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Music","Performance (Clarinet)                                                                        ","S12","G","University of Cincinnati","Clarinet Performance","Cincinnati","OH","Masters","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Mathematical Sciences","","S12","G","University of Maryland, College Park","","College Park","MD","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","Social & Decision Sciences","Policy and Management                                                                               ","S12","G","University of Maryland, College Park","Public Policy","College Park","MD","Masters","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Music","Performance (Voice)                                                                           ","S12","G","University of Maryland","Opera","College Park","MD","Masters","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Electrical & Computer Engineering","","S12","G","University of Michigan","Electrical Engineering","Ann Arbor","MI","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Mathematical Sciences","","S12","G","University of Michigan","Biostatistics","Ann Arbor","MI","MS","","","","","",NA
2012,NA,"United States",NA,"BS","SCS","Computer Science","","S12","G","University of Michigan","Computer Science","Ann Arbor","MI","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Music","Composition                                                                                         ","S12","G","University of Michigan","Composition; Regent's Fellow","Ann Arbor","MI","Masters","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","History","History                                                                                             ","S12","G","University of Minnesota","Master of Public Health - Community Health Promotion","Minneapolis","MN","Masters in Public Health","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Mechanical Engineering","","S12","G","University of Minnesota","Biomedical Engineering","Minneapolis","MN","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","SCS","Computer Science","","S12","G","University of North Carolina-Chapel Hill","Computer Science","Chapel Hill","NC","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Mathematical Sciences","","S12","G","University of North Carolina-Chapel Hill","Operations Research and Statistics","Chapel Hill","NC","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","Psychology","Psychology                                                                                          ","S12","G","University of North Carolina-Chapel Hill","Epidemiology","Chapel Hill","NC","PhD","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Mechanical Engineering","","F11","G","University of Pennsylvania","Law School","Philadelphia","PA","JD","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","Psychology","Psychology                                                                                          ","S12","G","University of Pennsylvania","Psychology","Philadelphia","PA","PhD","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Biological Sciences","","S12","E","University of Pittsburgh","Research Assistant","Pittsburgh","PA","","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","Psychology","Psychology                                                                                          ","S12","G","University of Pittsburgh","Social Work","Pittsburgh","PA","MSW","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Materials Science","","S12","G","University of Pittsburgh","Medical School","Pittsburgh","PA","MD","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","SCS","Computer Science","","S12","G","University of Pittsburgh","MS","Pittsburgh","PA","","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Biological Sciences","","S12","E","University of Pittsburgh ","Research Technician II","Pittsburgh","PA","","","40920","40920","Research (Technical/Scientific)","education",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Biological Sciences","","S12","G","University of Pittsburgh","Medicine","Pittsburgh","PA","MD","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","English","Professional Writing                                                                                ","S12","G","University of Southern California","Strategic Public Relations","Los Angeles","CA","Masters","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Dramaturgy","S12","G","University of Southern California","Screenwriting","Los Angeles","CA","Masters","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Materials Science","","S12","G","University of Texas at Austin","Electrical Engineering","Austin","TX","PHD","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Civil & Environmental Engineering","","S12","G","University of Texas at Austin","Structural","Austin","TX","MS","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Mathematical Sciences","","S12","G","University of Texas at Austin","Mathematics","Austin","TX","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Mathematical Sciences","","S12","G","University of Texas at Austin","Mathematics","Austin","TX","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Music","Performance (Flute)                                                                           ","S12","G","University of Texas at Austin","Flute Performance","Austin","TX","Masters","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Mechanical Engineering","","S12","G","University of Texas at Austin","Mechanical Engineering","Austin","TX","PhD","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Mathematical Sciences","","S12","G","University of Wisconsin","Madison",NA,"WI","PhD","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"Japan",NA,"BS","CIT","Mechanical Engineering","","S11","E","","",NA,"Japan","","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Biological Sciences","","S12","E","UPMC","Research  Assistant","Pittsburgh","PA","","","40980","40980","Research (Technical/Scientific)","biological sciences",NA
2012,NA,"United States",NA,"BS","Dietrich","English","Creative Writing                                                                                    ","S12","E","Upstart Crow Literary","Intern","New York","NY","","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Mechanical Engineering","","F11","E","Upstart Labs","Front-end Developer","Portland","OR","","online","","","Computer Science","start ups",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Chemical Engineering","","S12","E","US Army CERDEC","Engineer",NA,"MD","","Summer internship","","","Engineering","engineering and science",NA
2012,NA,"United States",NA,"BS","CFA","Drama","PTM","S12","F","Utah Shakespeare Festival","Performance Manager","Cedar City","UT","","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","Philosophy","Linguistics                                                                                         ","S12","G","Vanderbilt University","Audiology","Nashville","TN","Doctorate","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Chemistry","","S12","G","Vanderbilt University","Organic Chemistry","Nashville","TN","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Civil & Environmental Engineering","","S12","E","VER Consultants","Junior Engineer","San Jose","CA","","","","","Engineering","consulting",NA
2012,NA,"United States",NA,"BS","CIT","Electrical & Computer Engineering","","S12","E","Verizon","Leadership Development Program","Denver","CO","","","","","Management Trainee (Entry-Level Management) ","energy/utilities",NA
2012,NA,"United States",NA,"BS","Dietrich","H&SS Interdisciplinary","Information Systems                                                                                 ","S12","E","Verizon Wireless","Technical Analyst","Morristown","NJ","","","40878","40878","Technology","communications",2
2012,NA,"China",NA,"BS","SCS","Computer Science","","S12","E","VistaPrint","Software Engineer","Boston","MA","","","","","Software Development","technology",NA
2012,NA,"United States",NA,"BS","MCS","Mathematical Sciences","","S12","E","VistaPrint","Associate Analyst","Lexington","MA","","","","","","other",NA
2012,NA,"United States",NA,"BS","Dietrich","English","Creative Writing                                                                                    ","S12","E","Vitech Systems Group, Inc.","Associate Solutions Analyst","New York","NY","","TartanTRAK, EOC","3/20/12","40991"," Consulting","technology",1
2012,NA,"United States",NA,"BS","Tepper","Business Administration","","S12","E","Vorsight","Business Development Associate","Washington","DC","","TartanTRAK","41030","41030","Business Development/Sales ","other",4
2012,NA,"United States",NA,"BS","CFA","Design","communication design","S12","E","Walt Disney Imagineering ","art design professional","Lake Buena Vista","FL","","on own time","41008","41009","art/design","entertainment",1
2012,NA,"United States",NA,"BS","Dietrich","H&SS Interdisciplinary","Information Systems                                                                                 ","F11","E","Wayfair","Software Engineer","Boston","MA","","Job Fair","40878","40887","Software Development","consumer products/retail",4
2012,NA,"United States",NA,"BS","Dietrich","Psychology","Cognitive Science                                                                                   ","S12","E","Wayfair","Category Associate","Boston","MA","","Job Fair","40893","40896","Management","technology",1
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"Korea",NA,"BS","CFA","Design","Industrial design","S11","E","Web Startup","UX Designer","Seoul","South Korea","","","41011","41041","Communications: Design/Graphic Arts","design",NA
2012,NA,"United States",NA,"BS","BXA","BXA","Music","F11","E","Wesley Spectrum Services","Therapeutic Staff","Pittsburgh","PA","","","","","","",NA
2012,NA,"United States",NA,"BS","BHA","BHA","Psychology and Music Performance                                                                    ","F11","E","Wesley Spectrum Services","Theraputic Staff Support","Pittsburgh","PA","",".ORG Fair","","41000","","social services",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","SCS","Computer Science","","S12","E","WhatsApp","Server Engineer","Mountain View","CA","","","","","Software Development","technology",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Architecture","Architecture                                                                                        ","S12","E","Whitney Inc.","Designer","Oak Brook","IL","","Networking through CWA (Chicago Women in Architecture)","41102","41102","Architecture","design/architecture",NA
2012,NA,"United States",NA,"BS","Dietrich","Psychology","Psychology                                                                                          ","S12","E","Wieden + Kennedy","Digital Strategy / Account Services Intern ","Portland","OR","","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","English","Creative Writing                                                                                    ","S12","E","William Morris Endeavor Entertainment","Agent Training Program","New York","NY","","Networking","41015","41021","Business Development/Sales ","arts, media, film & entertainment",1
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","Tepper","Business Administration","","S12","V","World Wide Opportunities on Organic Farms","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","Economics","","S12","G","Yale University","International & Developmental Economics",NA,NA,"Master  ","","","","","",NA
2012,NA,"United States",NA,"BS","MCS","Physics","","S12","G","Yale University","Astronomy","New Haven","CT","PhD","","","","","",NA
2012,NA,"United States",NA,"BS","Dietrich","H&SS Interdisciplinary","Information Systems                                                                                 ","S12","E","Yelp","Front-End Engineer","San Francisco","CA","","Job Fair","40751","40757","Software Development","technology",1
2012,NA,"United States",NA,"BS","SCS","Computer Science","","S12","E","Yiftee","User Experience/Programmer","Palo Alto","CA","","","","","Design","start ups",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Design","F11","E","Young the Giant","Lighting Designer","New York","NY","","","","","","",NA
2012,NA,"United States",NA,"BS","Tepper","Business Administration","","S12","E","ZS Associates","Business Associate","Princeton","NJ","","Job Fair","40848","40878","Consulting","consulting",2
2012,NA,"United States",NA,"BS","SCS","Computer Science","","S12","E","Zynga","Software Engineer","San Francisco","CA","","","","","Software Development","technology",NA
2012,NA,"United States",NA,"BS","SCS","Computer Science","","S12","E","Zynga","Game Designer","San Francisco","CA","","","","","Software Development","technology",NA
2012,NA,"United States",NA,"BS","MCS","Biological Sciences","","S12","G","","(applying to med school - major surgery this summer)",NA,NA,"","","","","","",NA
2012,NA,"Canada",NA,"BS","CFA","Architecture","Architecture                                                                                        ","S12","E","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Design","Industrial Design","S12","E","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","Tepper","Business Administration","","S12","E","","",NA,NA,"","","","","Finance: Financial Analysis","finance",NA
2012,NA,"United States",NA,"BS","CFA","Architecture","Architecture                                                                                        ","S12","E","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Architecture","Architecture                                                                                        ","S12","E","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Architecture","Architecture                                                                                        ","S12","E","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Architecture","Architecture                                                                                        ","S12","E","","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,"BS","CFA","Art","","S12","E","","Farmer",NA,"CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Architecture","Architecture                                                                                        ","S12","E","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Design","Industrial design","S12","E","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Architecture","Architecture                                                                                        ","S12","E","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CIT","Civil & Environmental Engineering","","S12","E","","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Music","Performance (Voice)                                                                           ","S12","F","","","Pittsburgh","PA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","F","","","Los Angeles","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","F","","","New York","NY","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Other","Art                                                                                                 ","S12","F","","",NA,NA,"","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Music","Performance (Voice)                                                                           ","S12","F","","","New York","NY","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","F","","","Los Angeles","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","F","","","New York","NY","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Design","S12","F","","","Los Angeles","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","F","","","Los Angeles","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","F","","","Los Angeles","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Music","Performance (Voice)                                                                           ","S12","F","","","New York","NY","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","F","","","Los Angeles","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","F","","","Los Angeles","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","F","","","Los Angeles","CA","","","","","","",NA
2012,NA,"Canada",NA,"BS","CFA","Drama","Acting","S12","F","","","Los Angeles","CA","","","","","","",NA
2012,NA,"United States",NA,"BS","CFA","Drama","Acting","S12","F","","","New York","NY","","","","","","",NA
2012,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","","","","",NA
